"time","target","actual","min","max"
"30.5","22.049999999999997","22.158417309283795","21.049999999999997","23.049999999999997"
"30.6","22.119999999999997","22.224558858369488","21.119999999999997","23.119999999999997"
"30.7","22.189999999999998","22.29108453736593","21.189999999999998","23.189999999999998"
"30.8","22.259999999999998","22.357956070277123","21.259999999999998","23.259999999999998"
"30.9","22.33","22.425138999763035","21.33","23.33"
"31.0","22.4","22.49260230522585","21.4","23.4"
"31.1","22.41","22.494468480829983","21.41","23.41"
"31.2","22.419999999999998","22.4970265592365","21.419999999999998","23.419999999999998"
"31.3","22.43","22.500327982566134","21.43","23.43"
"31.4","22.439999999999998","22.50429875672549","21.439999999999998","23.439999999999998"
"31.5","22.45","22.508871921946184","21.45","23.45"
"31.6","22.46","22.51398723042953","21.46","23.46"
"31.7","22.47","22.51959047176085","21.47","23.47"
"31.8","22.48","22.525632865673096","21.48","23.48"
"31.9","22.49","22.532070516310068","21.49","23.49"
"32.0","22.5","22.53886392168166","21.5","23.5"
"32.1","22.46","22.491094114027437","21.46","23.46"
"32.2","22.42","22.443998536804816","21.42","23.42"
"32.3","22.38","22.39761321174846","21.38","23.38"
"32.4","22.34","22.35186724305087","21.34","23.34"
"32.5","22.3","22.30669654456116","21.3","23.3"
"32.6","22.26","22.26204346557322","21.26","23.26"
"32.7","22.220000000000002","22.21785614295598","21.220000000000002","23.220000000000002"
"32.8","22.18","22.1740879182119","21.18","23.18"
"32.9","22.14","22.130696813615188","21.14","23.14"
"33.0","22.1","22.087645061374467","21.1","23.1"
"33.1","22.040000000000003","22.02292700137182","21.040000000000003","23.040000000000003"
"33.2","21.98","21.958656851648378","20.98","22.98"
"33.3","21.92","21.894814380353857","20.92","22.92"
"33.4","21.86","21.831356751968706","20.86","22.86"
"33.5","21.8","21.76824539255765","20.8","22.8"
"33.6","21.740000000000002","21.705445598874903","20.740000000000002","22.740000000000002"
"33.7","21.68","21.6429261491638","20.68","22.68"
"33.8","21.62","21.580658953206967","20.62","22.62"
"33.9","21.56","21.518618737682495","20.56","22.56"
"34.0","21.5","21.456782763239755","20.5","22.5"
"34.1","21.44","21.39513057007684","20.44","22.44"
"34.2","21.38","21.33364374913238","20.38","22.38"
"34.3","21.32","21.272305736299828","20.32","22.32"
"34.4","21.259999999999998","21.211101627336856","20.259999999999998","22.259999999999998"
"34.5","21.2","21.150018011380286","20.2","22.2"
"34.6","21.14","21.0890428211891","20.14","22.14"
"34.7","21.08","21.028165198429118","20.08","22.08"
"34.8","21.02","20.96737537248408","20.02","22.02"
"34.9","20.959999999999997","20.906664551431025","19.959999999999997","21.959999999999997"
"35.0","20.9","20.846024823956228","19.9","21.9"
"35.1","20.849999999999998","20.79645365946304","19.849999999999998","21.849999999999998"
"35.2","20.799999999999997","20.746831472780695","19.799999999999997","21.799999999999997"
"35.3","20.75","20.69717143283861","19.75","21.75"
"35.4","20.7","20.64747731836353","19.7","21.7"
"35.5","20.65","20.597752538751493","19.65","21.65"
"35.6","20.599999999999998","20.54800016230979","19.599999999999998","21.599999999999998"
"35.7","20.549999999999997","20.49822295038039","19.549999999999997","21.549999999999997"
"35.8","20.5","20.448423388042663","19.5","21.5"
"35.9","20.45","20.398603711746535","19.45","21.45"
"36.0","20.4","20.34876593418266","19.4","21.4"
"36.1","20.34","20.287908591245913","19.34","21.34"
"36.2","20.279999999999998","20.227143396400177","19.279999999999998","21.279999999999998"
"36.3","20.22","20.166454744708894","19.22","21.22"
"36.4","20.16","20.10583497313515","19.16","21.16"
"36.5","20.1","20.045277183752027","19.1","21.1"
"36.6","20.04","19.984775169530646","19.04","21.04"
"36.7","19.98","19.924323345113425","18.98","20.98"
"36.8","19.92","19.86391668452978","18.92","20.92"
"36.9","19.86","19.80355066515617","18.86","20.86"
"37.0","19.8","19.743221217293666","18.8","20.8"
"37.1","19.52","19.442066446039025","18.52","20.52"
"37.2","19.240000000000002","19.14170046271708","18.240000000000002","20.240000000000002"
"37.3","18.96","18.843380184557958","17.96","19.96"
"37.4","18.68","18.546913800470048","17.68","19.68"
"37.5","18.4","18.252113242053113","17.4","19.4"
"37.6","18.12","17.95880943958511","17.12","19.12"
"37.7","17.84","17.666850539201995","16.84","18.84"
"37.8","17.56","17.37610013744707","16.56","18.56"
"37.9","17.28","17.08643569794572","16.28","18.28"
"38.0","17.0","16.79774713240154","16.0","18.0"
"38.1","16.79","16.586870290315378","15.79","17.79"
"38.2","16.58","16.37623939221925","15.579999999999998","17.58"
"38.3","16.37","16.16567072598514","15.370000000000001","17.37"
"38.4","16.16","15.95515806229058","15.16","17.16"
"38.5","15.95","15.74469574125921","14.95","16.95"
"38.6","15.74","15.5342786724104","14.74","16.740000000000002"
"38.7","15.530000000000001","15.323902277237728","14.530000000000001","16.53"
"38.8","15.32","15.113562437589641","14.32","16.32"
"38.9","15.11","14.903255449243577","14.11","16.11"
"39.0","14.9","14.692977980150053","13.9","15.9"
"39.1","14.9","14.71555824888397","13.9","15.9"
"39.2","14.9","14.733889123446057","13.9","15.9"
"39.3","14.9","14.75043220343244","13.9","15.9"
"39.4","14.9","14.765330927963106","13.9","15.9"
"39.5","14.9","14.778748503760728","13.9","15.9"
"39.6","14.9","14.790831619554087","13.9","15.9"
"39.7","14.9","14.80171254639383","13.9","15.9"
"39.8","14.9","14.81151052917697","13.9","15.9"
"39.9","14.9","14.82033305365103","13.9","15.9"
"40.0","14.9","14.828276993093816","13.9","15.9"
"40.1","14.93","14.868627879332784","13.93","15.93"
"40.2","14.96","14.90770693233521","13.96","15.96"
"40.3","14.99","14.945885879201741","13.99","15.99"
"40.4","15.02","14.983251873237316","14.02","16.02"
"40.5","15.05","15.019885554447793","14.05","16.05"
"40.6","15.08","15.055859582642386","14.08","16.08"
"40.7","15.11","15.091239435364955","14.11","16.11"
"40.8","15.139999999999999","15.1260841126631","14.139999999999999","16.14"
"40.9","15.17","15.16044677376446","14.17","16.17"
"41.0","15.2","15.194375311953934","14.2","16.2"
"41.1","15.229999999999999","15.227912873502815","14.229999999999999","16.229999999999997"
"41.2","15.26","15.261098325974334","14.26","16.259999999999998"
"41.3","15.29","15.293966680746465","14.29","16.29"
"41.4","15.32","15.326549474148681","14.32","16.32"
"41.5","15.35","15.358875111202128","14.35","16.35"
"41.6","15.379999999999999","15.39096917558051","14.379999999999999","16.38"
"41.7","15.41","15.422854709068838","14.41","16.41"
"41.8","15.44","15.454552463487548","14.44","16.439999999999998"
"41.9","15.47","15.486081127767127","14.47","16.47"
"42.0","15.5","15.51745753260187","14.5","16.5"
"42.1","15.55","15.570730274898157","14.55","16.55"
"42.2","15.6","15.62362455190832","14.6","16.6"
"42.3","15.65","15.676231211543557","14.65","16.65"
"42.4","15.7","15.728578652924242","14.7","16.7"
"42.5","15.75","15.780692628315764","14.75","16.75"
"42.6","15.8","15.8325963347812","14.8","16.8"
"42.7","15.85","15.884310667498323","14.85","16.85"
"42.8","15.9","15.935854447637086","14.9","16.9"
"42.9","15.95","15.987244627780298","14.95","16.95"
"43.0","16.0","16.03849647708037","15.0","17.0"
"43.1","16.11","16.155782540627943","15.11","17.11"
"43.2","16.22","16.272104360216606","15.219999999999999","17.22"
"43.3","16.330000000000002","16.387802081673264","15.330000000000002","17.330000000000002"
"43.4","16.44","16.50293587945809","15.440000000000001","17.44"
"43.5","16.55","16.61756142953839","15.55","17.55"
"43.6","16.66","16.73172892406519","15.66","17.66"
"43.7","16.77","16.845483614677654","15.77","17.77"
"43.8","16.880000000000003","16.95886629589934","15.880000000000003","17.880000000000003"
"43.9","16.990000000000002","17.071913741798713","15.990000000000002","17.990000000000002"
"44.0","17.1","17.18465910030034","16.1","18.1"
"44.1","17.3","17.396478015005687","16.3","18.3"
"44.2","17.5","17.606602980564986","16.5","18.5"
"44.3","17.700000000000003","17.815737145926807","16.700000000000003","18.700000000000003"
"44.4","17.900000000000002","18.023972957006027","16.900000000000002","18.900000000000002"
"44.5","18.1","18.23139831992797","17.1","19.1"
"44.6","18.3","18.438092571390175","17.3","19.3"
"44.7","18.5","18.644127332916444","17.5","19.5"
"44.8","18.700000000000003","18.849567252178986","17.700000000000003","19.700000000000003"
"44.9","18.900000000000002","19.054470674867602","17.900000000000002","19.900000000000002"
"45.0","19.1","19.258890253116114","18.1","20.1"
"45.1","19.3","19.462873496237954","18.3","20.3"
"45.2","19.5","19.66646326904631","18.5","20.5"
"45.3","19.700000000000003","19.869698242589404","18.700000000000003","20.700000000000003"
"45.4","19.900000000000002","20.072613301716732","18.900000000000002","20.900000000000002"
"45.5","20.1","20.27523991350612","19.1","21.1"
"45.6","20.3","20.477606460225957","19.3","21.3"
"45.7","20.5","20.679738540176785","19.5","21.5"
"45.8","20.700000000000003","20.881659239454986","19.700000000000003","21.700000000000003"
"45.9","20.900000000000002","21.083389377402955","19.900000000000002","21.900000000000002"
"46.0","21.1","21.284947728255847","20.1","22.1"
"46.1","21.26","21.442383976060665","20.26","22.26"
"46.2","21.42","21.6000959879522","20.42","22.42"
"46.3","21.580000000000002","21.75803396461362","20.580000000000002","22.580000000000002"
"46.4","21.740000000000002","21.916175523953846","20.740000000000002","22.740000000000002"
"46.5","21.9","22.074500510071974","20.9","22.9"
"46.6","22.06","22.232990762823256","21.06","23.06"
"46.7","22.22","22.391629920063508","21.22","23.22"
"46.8","22.38","22.550403239532603","21.38","23.38"
"46.9","22.54","22.709297438414342","21.54","23.54"
"47.0","22.7","22.868300548810762","21.7","23.7"
"47.1","22.72","22.8739467557716","21.72","23.72"
"47.2","22.74","22.880560320295743","21.74","23.74"
"47.3","22.759999999999998","22.888509594037348","21.759999999999998","23.759999999999998"
"47.4","22.779999999999998","22.897663659801815","21.779999999999998","23.779999999999998"
"47.5","22.799999999999997","22.907901835813565","21.799999999999997","23.799999999999997"
"47.6","22.82","22.91911556066639","21.82","23.82"
"47.7","22.84","22.931207181952754","21.84","23.84"
"47.8","22.86","22.944088852877435","21.86","23.86"
"47.9","22.88","22.95768154178606","21.88","23.88"
"48.0","22.9","22.971914142861824","21.9","23.9"
"48.1","22.88","22.942851147878354","21.88","23.88"
"48.2","22.86","22.91457573581964","21.86","23.86"
"48.3","22.84","22.887128094707812","21.84","23.84"
"48.4","22.82","22.860425697498076","21.82","23.82"
"48.5","22.799999999999997","22.83439388200306","21.799999999999997","23.799999999999997"
"48.6","22.779999999999998","22.808965481990757","21.779999999999998","23.779999999999998"
"48.7","22.759999999999998","22.78408007255269","21.759999999999998","23.759999999999998"
"48.8","22.74","22.759683290857833","21.74","23.74"
"48.9","22.72","22.735726225843987","21.72","23.72"
"49.0","22.7","22.712164869758666","21.7","23.7"
"49.1","22.689999999999998","22.699949289023895","21.689999999999998","23.689999999999998"
"49.2","22.68","22.687961227281434","21.68","23.68"
"49.3","22.67","22.676171820029516","21.67","23.67"
"49.4","22.66","22.664561209045957","21.66","23.66"
"49.5","22.65","22.65311152366307","21.65","23.65"
"49.6","22.64","22.641806680383596","21.64","23.64"
"49.7","22.630000000000003","22.630632203963454","21.630000000000003","23.630000000000003"
"49.8","22.62","22.619575066442383","21.62","23.62"
"49.9","22.61","22.60862354231516","21.61","23.61"
"50.0","22.6","22.59776707821929","21.6","23.6"
"50.1","22.470000000000002","22.455328070157208","21.470000000000002","23.470000000000002"
"50.2","22.34","22.313801348295097","21.34","23.34"
"50.3","22.21","22.17343166839457","21.21","23.21"
"50.4","22.080000000000002","22.03410432793545","21.080000000000002","23.080000000000002"
"50.5","21.950000000000003","21.895714380171842","20.950000000000003","22.950000000000003"
"50.6","21.82","21.758167465569905","20.82","22.82"
"50.7","21.69","21.621378746124385","20.69","22.69"
"50.8","21.560000000000002","21.485271940047753","20.560000000000002","22.560000000000002"
"50.9","21.43","21.349778455162742","20.43","22.43"
"51.0","21.3","21.214836610775293","20.3","22.3"
"51.1","21.07","20.970772796828648","20.07","22.07"
"51.2","20.84","20.727665815046244","19.84","21.84"
"51.3","20.61","20.485877921190973","19.61","21.61"
"51.4","20.38","20.245278860788908","19.38","21.38"
"51.5","20.15","20.005748472701548","19.15","21.15"
"51.6","19.92","19.7671787543857","18.92","20.92"
"51.7","19.69","19.529472642015833","18.69","20.69"
"51.8","19.46","19.292542897244505","18.46","20.46"
"51.9","19.23","19.05631110821214","18.23","20.23"
"52.0","19.0","18.82070679297385","18.0","20.0"
"52.1","18.81","18.62965322921198","17.81","19.81"
"52.2","18.62","18.43875039235382","17.62","19.62"
"52.3","18.43","18.247937498615496","17.43","19.43"
"52.4","18.240000000000002","18.057205499425933","17.240000000000002","19.240000000000002"
"52.5","18.05","17.86654624591574","17.05","19.05"
"52.6","17.86","17.675952409052638","16.86","18.86"
"52.7","17.67","17.48541739712285","16.67","18.67"
"52.8","17.48","17.294935281522257","16.48","18.48"
"52.9","17.290000000000003","17.10450073001668","16.290000000000003","18.290000000000003"
"53.0","17.1","16.91410894671873","16.1","18.1"
"53.1","16.970000000000002","16.789936586494665","15.970000000000002","17.970000000000002"
"53.2","16.84","16.665012292623402","15.84","17.84"
"53.3","16.71","16.539578763913706","15.71","17.71"
"53.4","16.580000000000002","16.413686290640086","15.580000000000002","17.580000000000002"
"53.5","16.450000000000003","16.287380897913785","15.450000000000003","17.450000000000003"
"53.6","16.32","16.160704001505437","15.32","17.32"
"53.7","16.19","16.033692870796095","15.190000000000001","17.19"
"53.8","16.060000000000002","15.906381042588466","15.060000000000002","17.060000000000002"
"53.9","15.930000000000001","15.778798693857558","14.930000000000001","16.93"
"54.0","15.8","15.650972977462828","14.8","16.8"
"54.1","15.8","15.666791803956263","14.8","16.8"
"54.2","15.8","15.680054991036672","14.8","16.8"
"54.3","15.8","15.69200985271618","14.8","16.8"
"54.4","15.8","15.702774861481322","14.8","16.8"
"54.5","15.8","15.712468209165666","14.8","16.8"
"54.6","15.8","15.721196305494354","14.8","16.8"
"54.7","15.8","15.729055046906103","14.8","16.8"
